,content,label
5681,"['omg', 'can', 't', 'wait', 'miss', 'everyone', 'wooohooo']",Positive
5682,"['least', 'there', 's', 'view', 'hill']",Positive
5683,"['there', 's', 'las', 'vegas', 'snapchat', 'story', 'i', 'm', 'sad', 'want', 'go', 'back']",Negative
5684,"['identity', 'crisis']",Negative
5685,"['am', 'try', 'early', 'give', 'im', 'twitch', 'd']",Positive
5686,"['sorry', 'pre']",Negative
5687,"['french', 'mixer', 'miss', 'much']",Negative
5688,"['first', 'time', 'go', 'school', 'without', 'bracelet', 'feel', 'odd']",Negative
5689,"['niaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'pls', 'follow', 'miss']",Negative
5690,"['bad', 'part', 'still', 'feel', 'bad']",Negative
5691,"['fbc', 'mess', 'dm']",Negative
5692,"['i', 'm', 'start', 'grind', 'yt']",Positive
5693,"['great', 'regret', 'get', 'sign', 'copy', 'deathofgrass', 'john', 'add', 'thanks', 'loan', 'lawnmower']",Positive
5694,"['two', 'day', 'i', 'm', 'bury', 'email']",Negative
5695,['miss'],Negative
5696,"['fucking', 'bad', 'link', 'working', 'can', 't', 'watch', 'match']",Negative
5697,"['remember', 'unlisted', 'one', 'hickey']",Positive
5698,"['get', 'come']",Negative
5699,"['oh', 'conversation', 'go', 'well']",Negative
5700,"['follow', 'follow', 'u', 'back']",Positive
5701,"['nooo', 'stay', 'uk', 'im']",Negative
5702,"['wanna', 'see', 'ed', 'sheeran', 'preform', 'tonight']",Negative
5703,"['hi', 'make', 'final', 'design', 'please', 'check']",Positive
5704,"['congrats', 'excite']",Positive
5705,"['really', 'glad', 'hear', 'anymore', 'problem', 'need', 'us', 'we', 're', 'tweet', 'away', 'lb']",Positive
5706,"['look', 'caught', 'retweet']",Positive
5707,"['might', 'lose', 'friend', 'today', 'know', 'idc']",Positive
5708,"['aint', 'wrong', 'buddy']",Positive
5709,['sold'],Negative
5710,"['that', 's', 'ok', 'thanks', 'follow']",Positive
5711,"['want', 'pretzel', 'bb', 'bblf']",Negative
5712,"['pearl', 'thusi']",Positive
5713,"['twitter', 'decide', 'take', 'feature', 'away']",Negative
5714,"['last', 'present', 'receive', 'haha', 'basta']",Negative
5715,"['love', 'warrior']",Negative
5716,"['course', 'would', 'like', 'x']",Positive
5717,['u'],Negative
5718,"['views', 'office', 'pretty', 'awesome', 'ugly', 'side', 'sea', 'side', 'even', 'pretty']",Positive
5719,"['went', 'home', 'come', 'back', 'sunway', 'college', 'petaling', 'jaya', 'selangor']",Negative
5720,"['thank', 'pauline']",Positive
5721,"['dobar', 'dan', 'brand', 'new', 'heavies', 'musicology', 'day']",Positive
5722,"['last', 'day', 'beach']",Negative
5723,"['baby', 'im', 'worth', 'uhuh']",Positive
5724,"['hah', 'd', 'say', 'sorry']",Positive
5725,"['hey', 'information', 'give', 'argos', 'card', 'ring', 'nad']",Positive
5726,"['yeah', 'thanks', 'romantic', 'love', 'baby']",Positive
5727,"['haha', 'yes', 'hr', 'time', 'come', 'touch', 'kepler', 'b', 'chalna', 'hai', 'd']",Positive
5728,"['haha', 'get', 'dont', 'worry', 'd']",Positive
5729,['snake'],Negative
5730,['subserver'],Negative
5731,"['we', 're', 'look', 'forward', 'able', 'spend', 'time', 'enjoy', 'iflix']",Positive
5732,"['pay', 'end', 'campaign', 'kickstarter']",Positive
5733,"['awh', 'good', 'luck', 'upgrade']",Positive
5734,"['ff', 'happyfriday', 'weekend', 'nearly']",Positive
5735,"['can', 't', 'listen', 'new', 'album', 'youtube', 'block', 'country']",Negative
5736,['thank'],Positive
5737,"['miss', 'baby']",Negative
5738,"['always', 'tweet', 'hit', 'snap', 'one', 'ever', 'worth', 'try']",Positive
5739,"['hey', 'dave', 'i', 'd', 'like', 'help', 'could', 'dm', 'full', 'address', 'drop', 'tweet', 'please', 'haileyhelps']",Positive
5740,"['i', 'm', 'okay', 'ji']",Positive
5741,"['angry', 'grandpa', 'plays', 'minecraft', 'animation', 'minecraft', 'click', 'aqui', 'd']",Positive
5742,"['stomach', 'hurt', 'much', 'want', 'cry']",Negative
5743,"['last', 'cross', 'country', 'ij', 'amaze', 'can', 't', 'bear', 'leave']",Negative
5744,"['ahh', 'thank', 'u', 'love', 'd']",Positive
5745,"['infinite', 'win']",Negative
5746,"['thanks', 'mention', 'honored', 'include', 'among', 'great', 'blog', 'great', 'weekend', 'sharing', 'x']",Positive
5747,"['r', 'back']",Positive
5748,"['french', 'fan', 'make', 'movie', 'wwat', 'france', 'last', 'year', 'video', 'photo']",Positive
5749,"['cant', 'watch', 'tonights', 'andromeda']",Negative
5750,"['much', 'awaited', 'excitement', 'go', 'boring', 'friday', 'weekend']",Negative
5751,"['good', 'morning', 'hope', 'friday', 'great', 'start', 'x']",Positive
5752,"['especially', 'like', 'can', 't', 'song']",Negative
5753,"['good', 'idea', 'share', 'excellent', 'book', 'title', 'would', 'without', 'keep', 'good', 'work']",Positive
5754,"['that', 's', 'great', 'stephanie', 'good', 'luck', 'training', 'findyourfit']",Positive
5755,"['see', 'i', 'd', 'get', 'eyebrow', 'prettylooks', 'wanna', 'try', 'different', 'style']",Negative
5756,"['would', 'drop', 'wine', 'bottle', 'spill', 'wine', 'work']",Positive
5757,"['hi', 'sos', 'ticket', 'dm']",Positive
5758,"['cheers', 'mike']",Positive
5759,"['finish', 'presentation', 'thank', 'kunoriforceo', 'ceo', 'month']",Positive
5760,"['tank', 'u', 'great', 'one', 'hope', 'ur', 'busy']",Positive
5761,"['laomma', 'design', 'kebaya', 'wedding', 'dress', 'bandung', 'indonesia', 'line', 'laomma', 'df', 'whatsapp', 'instagram', 'laomma', 'couture']",Negative
5762,"['soon', 'tweet', 'plant', 'claw', 'thigh', 'traction', 'zoom', 'away']",Negative
5763,"['texted', 'die', 'lurgy', 'jim']",Negative
5764,"['ahhh', 'yes', 'd']",Positive
5765,"['today', 's', 'weather', 'sum', 'feel', 'go', 'work', 'tgif']",Negative
5766,"['apparently', 'i', 'm', 'still', 'dm', 'limit', 'i', 'm', 'dm', 'limit', 'tho']",Positive
5767,"['lovely', 'relaxed', 'face', 'least']",Positive
5768,"['cold', 'cough']",Negative
5769,"['okay', 'x']",Negative
5770,"['followed', 'thanks', 'please', 'followed']",Negative
5771,"['hope', 'okay']",Negative
5772,"['make', 'sad']",Negative
5773,"['harry', 'niall', 'harry', 'bear', 'ik', 'stupid', 'wanna', 'change', 'd']",Positive
5774,"['heiyo', 'visit', 'website', 'free', 'coins', 'ball', 'pool', 'thanks', 'd']",Positive
5775,"['couldve', 'join', 'pz', 'early', 'didnt', 'wait']",Negative
5776,"['yes', 'hahah', 'pero', 'may', 'activity', 'kme', 'tom', 'cram', 'week', 'next', 'week']",Negative
5777,['okay'],Positive
5778,"['stomach', 's', 'already', 'growl']",Negative
5779,"['shes', 'nice', 'girl', 'trust', 'okok', 'trust', 'u']",Positive
5780,"['feel', 'yah']",Negative
5781,"['school', 's', 'finally', 'three', 'week', 'leave', 'i', 'm', 'back', 'san', 'diego']",Positive
5782,"['dream', 'game', 'setup', 'part', 'finish', 'd']",Positive
5783,"['especially', 'three', 'lass', 'w', 'aling']",Positive
5784,"['oh', 'yeah', 'one', 'major', 'sugarrush']",Positive
5785,"['ha', 'surprise', 'least', 'okay', 'see', 'doc', 'afternoon', 'yorkshire', 'splendid', 'though', 'xx']",Positive
5786,"['follow', 'follow', 'u', 'back']",Positive
5787,"['can', 't', 'believe', 'get', 'home', 'find', 'brother', 'jail', 'get', 'send', 'county', 'tomorrow', 'like', 'wtf', 'fair']",Negative
5788,"['aw', 'miss']",Negative
5789,"['need', 'mine', 'goy']",Negative
5790,"['love', 'suck', 'd']",Positive
5791,"['opportunity', 'anyone', 'ask', 'question', 'babe', 'include', 'thstreetmusic']",Positive
5792,"['greatly', 'appreciate']",Positive
5793,['overperhatian'],Negative
5794,"['bad', 'news', 'nothing', 'new', 'wait', 'cold', 'weekend', 'load', 'shed']",Negative
5795,"['iam', 'fat']",Negative
5796,"['use', 'anyones', 'netflix', 'account', 'inactive', 'wanna', 'watch', 'orphan', 'black']",Negative
5797,"['want', 'look', 'good']",Positive
5798,"['nobody', 'say', 'easy']",Negative
5799,"['last', 'day', 'work', 'munchkin', 'today', 'buy', 'little', 'parting', 'gift', 'far']",Negative
5800,"['sad', 'truth', 'meh', 'tbt']",Negative
5801,"['ahhhhh', 'last', 'stage', 'go']",Negative
5802,"['missing', 'movie', 'much', 'hard', 'find', 'cd']",Negative
5803,"['want', 'meet']",Negative
5804,"['goodnight', 'love', 'everyone', 'hate', 'stupid']",Positive
5805,"['okk', 'den', 'call', 'abp', 'n', 'spread', 'allover', 'india', 'n', 'abroad', 'well', 'p']",Positive
5806,"['can', 't', 'wait', 'movie', 'come']",Negative
5807,"['every', 'time', 'visit', 'court', 'notice', 'something', 'funny', 'slice', 'life', 'so', 'many', 'story', 'hide', 'untapped']",Positive
5808,"['btw', 'honeymoon']",Positive
5809,"['backtrack', 'hour', 'time', 'start', 'actually', 'utilize', 'list']",Negative
5810,"['lovely', 'd']",Positive
5811,"['yes', 'dear', 'surely', 'fuckin', 'miss', 'ya']",Negative
5812,"['good', 'thing']",Positive
5813,"['love', 'song']",Positive
5814,"['please', 'take']",Negative
5815,"['unsettled', 'weather', 'trend', 'next', 'day', 'sun', 'morning', 'showers', 'afternoon', 'gh', 'c', 'mixed', 'bag', 'weekend']",Negative
5816,"['reachability', 'nc', 'bug', 'still', 'much', 'p']",Positive
5817,"['hello', 'walk', 'city', 'install', 'application', 'zonzofox', 'click', 'link', 'free']",Positive
5818,"['bc', 'thomas', 'tommyy']",Negative
5819,"['love', 'sour', 'dough', 'treat']",Positive
5820,"['hey', 'mom', 'hit', 'home', 'run']",Positive
5821,"['number', 'one', 'america', 'wish', 'could', 'buy', 'money']",Negative
5822,"['disgust', 'wish', 'people', 'respect']",Negative
5823,"['much', 'new', 'music', 'cant', 'record', 'yet', 'coz', 'voice', 'go', 'frustration']",Negative
5824,"['welcome', 'family', 'sending', 'laughter', 'giggle', 'way']",Positive
5825,"['tips', 'online', 'winners', 'yesterday', 'goal', 'nice', 'hopefully', 'similar', 'strike', 'rate', 'today']",Negative
5826,"['give', 'rest', 'give', 'solo', 'dm']",Negative
5827,"['call', 'anything', 'along', 'line', 'jojo', 'chainsaw']",Positive
5828,"['home', 'alone', 'd']",Positive
5829,['drop'],Negative
5830,"['gosh', 'true', 'd']",Positive
5831,"['alright', 'last', 'winner', 'dm', 'ur', 'email']",Positive
5832,"['awwww', 'sige', 'next', 'time', 'u', 'know', 'na', 'punta', 'kayo', 'dun', 'imma', 'make', 'sure', 'na', 'we', 'll', 'go', 'din']",Positive
5833,"['dearslim', 'u', 'get', 'offer', 'play', 'film', 'u', 'turn', 'cause', 'summer', 'body', 'ready', 'yet', 'd']",Positive
5834,['belgium'],Negative
5835,['irene'],Negative
5836,"['snapchat', 'jennyjean', 'snapchat', 'kikmeboys', 'model', 'french', 'kikchat', 'sabadodeganarseguidores', 'sexysasunday']",Positive
5837,"['u', 'please', 'give', 'know', 'im', 'late', 'sorry']",Negative
5838,"['crazyyyy', 'thooo', 'zz', 'airport', 'straight', 'away', 'soundcheck', 'concert']",Negative
5839,"['here', 's', 'selfie', 'tara', 'thanks', 'another', 'great', 'event', 'happyfriday', 'ff']",Positive
5840,"['thank', 'alice']",Positive
5841,"['we', 're', 'hire', 'maybe', 'public', 'would', 'like', 'job']",Positive
5842,"['hug', 'baek', 'tight']",Negative
5843,"['i', 'll', 'regret', 'rn', 'tomorrow', 'morning', 'whatever']",Positive
5844,"['spent', 'age', 'make', 'first', 'vine', 'realise', 'they', 're', 'mean', 'shoot', 'portrait', 'mode', 'can', 't', 'flip', 'shot']",Negative
5845,"['support', 'd']",Positive
5846,"['like', 'can', 't', 'actually', 'put', 'pressure', 'ankle', 'hop', 'around', 'house', 'lose', 'balance', 'fell']",Negative
5847,"['hello', 'ate', 'hbdme']",Positive
5848,"['hi', 'hope', 'great', 'time', 'full', 'happiness', 'love', 'x']",Positive
5849,"['ya', 'minn', 'cjradacomateada']",Positive
5850,"['inner', 'nerd', 'shall', 'tame', 'insidious', 'logic', 'd']",Positive
5851,"['encourage', 'employer', 'board', 'stick', 'poster']",Positive
5852,"['one', 'dont', 'see', 'sinse', 'trend', 'something', 'like', 'thats', 'zayniscomingbackonjuly']",Negative
5853,"['yep', 'oh', 'common', 'infra', 'still', 'roll', 'country']",Negative
5854,"['thanks', 'add', 'us', 'list', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'make', 'corn', 'waste']",Positive
5855,"['tell', 'im', 'gorgeous', 'extremely', 'sweaty', 'walk', 'work', 'make', 'day']",Positive
5856,"['anybody', 'around', 'penrith', 'emu', 'plains', 'see', 'giant', 'hard', 'miss', 'please', 'let', 'know', 'important']",Negative
5857,"['i', 'm', 'sad', 'yall', 'think', 'real']",Negative
5858,"['cry', 'derby', 'county', 'leeds', 'united', 'coffee', 'mugs', 'unable', 'share', 'hate', 'man', 'u']",Negative
5859,"['u', 'beautiful', 'man', 'd', 'yeah', 'sometimes']",Positive
5860,"['also', 'mean', 'imma', 'go', 'back', 'twitter', 'active', 'd', 'cause', 'know', 'everyone', 'miss', 'xd']",Positive
5861,"['iyalaya', 'anybody', 'would', 'laugh', 'today', 'i', 'd', 'wear', 'shade', 'round', 'clock']",Negative
5862,"['check', 'bro', 'nd', 'blogiversary', 'many', 'awesome', 'review', 'come', 'd']",Positive
5863,"['enough', 'since', 'write', 'dark', 'swan', 'series', 'ever', 'write', 'fifth', 'book', 'i', 'm', 'die', 'year']",Negative
5864,"['please', 'ask', 'upvotes']",Negative
5865,"['lovely', 'intern', 'leave', 'us', 'today', 'look', 'yummy', 'treat', 'bring', 'us', 'yumyum']",Negative
5866,['follow'],Negative
5867,"['georgia', 'saffron', 'amaze', 'queen', 'poor', 'peasant', 'wish', 'could', 'like']",Negative
5868,['homey'],Positive
5869,"['vine', 'luke', 'clip']",Negative
5870,['fback'],Positive
5871,"['four', 'o', 'clock', 'coffee', 'habit']",Positive
5872,"['beyond', 'excite', 'la']",Positive
5873,"['zayn', 'start', 'small', 'letter', 'z']",Negative
5874,"['ill', 'make', 'another', 'one']",Negative
5875,"['took', 'hours', 'd']",Positive
5876,"['follback', 'd']",Positive
5877,['indeed'],Positive
5878,"['yaaah', 'family', 'sa', 'side', 'ng', 'brother', 'law', 'ko', 'back', 'home', 'happy', 'peace', 'mind', 'na']",Positive
5879,"['still', 'one', 'week', 'ffs']",Negative
5880,"['discontinue', 'product', 'sophie', 'really', 'sorry', 'disappointment', 'pass', 'feedback']",Negative
5881,"['hyungwon', 'beautiful']",Negative
5882,"['woke', 'yo', 'fav', 'tweet', 'make', 'day']",Positive
5883,"['finding', 'good', 'conference', 'hotel', 'london', 'tricky', 'small']",Negative
5884,['welcome'],Positive
5885,"['tracerequest', 'homie', 'dassy', 'fwm', 'd']",Positive
5886,"['hi', 'would', 'like', 'concert', 'let', 'know', 'city', 'country', 'i', 'll', 'start', 'work', 'thanks']",Positive
5887,"['i', 've', 'happy', 'lately']",Positive
5888,"['ohhh', 'find', 'goodmorning', 'friday']",Positive
5889,"['worst', 'sleep', 'ever']",Negative
5890,"['lovely', 'look', 'cake', 'bet', 'taste', 'good']",Positive
5891,"['word', 'explain', 'much', 'miss', 'hope', 'know']",Negative
5892,"['dont', 'know', 'huhu', 'test', 'kasi', 'namin', 'didnt', 'finish', 'ap', 'test']",Negative
5893,['know'],Negative
5894,"['yay', 'happy', 'publication', 'month', 'ask', 'order']",Positive
5895,"['know', 'i', 'm', 'alright']",Positive
5896,"['cousins', 'life', 'vsco', 'vscocam', 'vscoph', 'vscogood', 'vscophil', 'vscocousins', 'love']",Positive
5897,"['making', 'come', 'am', 'test', 'am', 'thanks', 'unneeded', 'stress']",Positive
5898,"['finger', 'cross', 'bajrangibhaijaanhighestweek']",Positive
5899,"['happy', 'birthday', 'miss', 'chenoweth', 'hope', 'great', 'one', 'oodles', 'cake']",Positive
5900,"['hahahaha', 'go', 'nowhere', 'fast', 'without', 'decent', 'investment', 'scottish', 'football', 'dire', 'moment', 'nomoney']",Negative
5901,"['movnat', 'belgium', 'first', 'search', 'yield', 'nothing', 'nbheroes']",Negative
5902,"['thanks', 'lot', 'carol', 'ff']",Positive
5903,['fback'],Positive
5904,"['wheeeeeeeeeeeeeeeen', 'd']",Positive
5905,"['yes', 'course', 'pop', 'email', 'reservations', 'eu', 'date', 'we', 'll', 'get', 'right', 'back']",Positive
5906,"['get', 'sting', 'wasp', 'im', 'cry', 'hard', 'tweak', 'keep', 'get', 'big', 'ive', 'never', 'sting', 'one', 'hope', 'im', 'allergic']",Negative
5907,"['thanks', 'baby', 'girl', 'xx']",Positive
5908,"['morning', 'work', 'unfortunately', 'gdce', 'gamescom']",Negative
5909,['cheer'],Negative
5910,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
5911,"['i', 'm', 'starve']",Negative
5912,['yeah'],Negative
5913,"['idea', 'phone', 'arrange']",Positive
5914,"['look', 'forward', 'night', 'shift', 'tonight']",Negative
5915,"['well', 'beginner', 'thanks', 'follow', 'good', 'weekend']",Positive
5916,"['felt', 'bad', 'irene', 'forget', 'go', 'say']",Negative
5917,"['love', 'mixed']",Positive
5918,['shut'],Negative
5919,"['waiting', 'people', 'call', 'bigot', 'p']",Positive
5920,"['haha', 'guess', 'i', 'm', 'video', 'game', 'nerd', 'like', 'christophe', 'gans', 'film', 'though', 'check', 'brotherhood', 'wolf']",Positive
5921,['bad'],Negative
5922,"['regret', 'regret']",Negative
5923,"['i', 'm', 'trying', 'make', 'ice', 'chocolate', 'coffee', 'popsicle', 'soft', 'melt', 'mouth', 'perfect', 'hot', 'day']",Positive
5924,"['mind', 'follow', 'back']",Positive
5925,"['love', 'since', 'eighteen']",Positive
5926,"['go', 'home']",Negative
5927,"['love', 'work', 'tokyo', 'kunoriforceo', 'ceo', 'month']",Positive
5928,"['morning', 'wear', 'get', 'darker', 'end', 'world', 'day', 'today', 'instead', 'september']",Positive
5929,"['kind', 'word', 'thank', 'much', 'much', 'good', 'cheltenham', 'area']",Positive
5930,"['hey', 'jay', 'browser', 'typically', 'use', 'mary']",Positive
5931,"['oh', 'head', 'save']",Negative
5932,"['i', 'm', 'work', 'show', 'get', 'home', 'lose', 'map', 'accident', 'lose', 'build']",Negative
5933,"['exams', 'today']",Positive
5934,"['post', 'pic', 'outfit', 'today', 'hashtag', 'fashionfriday', 'upload', 'late', 'today', 'blog', 'join', 'fun']",Positive
5935,"['twitter', 'meni', 'tebrik', 'etdi', 'congratulations', 'follower']",Positive
5936,"['leave', 'pcb']",Negative
5937,"['omg', 'selena', 'tweet', 'busy']",Negative
5938,"['know', 'know']",Positive
5939,"['charging', 'speaker', 'finally', 'get', 'early', 'today']",Positive
5940,"['person', 'sorry', 'xxx']",Negative
5941,"['sorry', 'nic', 'dont', 'ya', 'worry', 'surrender']",Positive
5942,"['i', 'm', 'play', 'brain', 'dots', 'braindots']",Positive
5943,"['ahh', 'change', 'sounds', 'cooler', 'lmao', 'yes', 'minhyuks']",Negative
5944,"['everything', 'much', 'easy', 'back']",Negative
5945,['thanks'],Positive
5946,"['september', 'yet', 'need', 'ouat', 'back']",Negative
5947,"['song', 'freak', 'saaaaaaad']",Negative
5948,"['hey', 'worry', 'please', 'share', 'wallet', 'detail', 'via', 'dm', 'get', 'sort']",Positive
5949,"['lol', 'ok', 'watch', 'ya', 'bit', 'p']",Positive
5950,"['oh', 'man', 'schade']",Negative
5951,"['last', 'concert', 'go', 'stadium', 'tomorrow', 's', 'show', 'justin']",Negative
5952,"['great', 'enough', 'reason', 'listen', 'one', 'epic', 'soundtrack', 'd']",Positive
5953,"['miss', 'pls', 'follow']",Negative
5954,"['goodmorning', 'smile', 'debit', 'order', 'soon']",Positive
5955,['headache'],Negative
5956,"['can', 't', 'tell', 'sad', 'book', 'another', 'cruise', 'line', 'could', 'double', 'wail']",Negative
5957,"['awh', 'good', 'hat', 'though', 'haha']",Positive
5958,"['nobody', 'like']",Positive
5959,"['thanks', 'share', 'wishing', 'wicked', 'weekend']",Positive
5960,"['goodnight', 'love', 'nick', 'austin']",Positive
5961,['fback'],Positive
5962,"['set', 'great', 'anyone', 'abroad', 'jolly', 'need', 'one', 'scotland']",Negative
5963,"['tbh', 'dont', 'know', 'yet', 'havent', 'tell', 'us', 'much', 'get', 'back', 'u']",Positive
5964,"['rm', 'still', 'negooo', 'male']",Positive
5965,"['thank', 'screenshots', 'po', 'let', 'take', 'care', 'spammer', 'proceed', 'c']",Positive
5966,"['hi', 'hope', 'great', 'time', 'full', 'happiness', 'love', 'x']",Positive
5967,"['thakyou', 'sir']",Positive
5968,['definitely'],Positive
5969,"['mean', 'literally', 'sir', 'jr', 'develop', 'property', 'along', 'hsr', 'line', 'create', 'user', 'base']",Positive
5970,"['victoriasecret', 'store', 'open', 'finland', 'helsinki', 'airport', 'got', 'get', 'plane', 'ticket', 'somewhere']",Positive
5971,"['today', 'tire']",Negative
5972,"['justin', 'come', 'scotland']",Negative
5973,"['looking', 'fun', 'snapchat', 'janniecam', 'snapchat', 'kikme', 'webcam', 'snapchatme', 'kikhorny', 'musicbiz', 'hotmusicdelocos']",Negative
5974,"['time', 'need', 'bg', 'img', 'circle', 'crop', 'head', 'help', 'font', 'd', 'thanks']",Positive
5975,"['sleep', 'tight', 'world', 'say', 'prayer']",Positive
5976,"['ugh', 'well', 'could', 'still', 'say', 'i', 'm', 'lucky', 'sapiosexual']",Negative
5977,"['followed', 'thanks', 'please', 'followed']",Negative
5978,"['prokabaddi', 'koel', 'mallick', 'recite', 'national', 'anthem', 'day']",Positive
5979,"['yeh', 'real', 'madrid', 'walay', 'bhi', 'bohat', 'wailay', 'hain', 'pre', 'season', 'friendly', 'pe', 'itna', 'shor', 'machaya', 'hua', 'hai', 'mein', 'samjha', 'cup', 'final', 'hai']",Negative
5980,"['happiest', 'fridays', 'great', 'weekend', 'd']",Positive
5981,"['someone', 'send', 'screenshot', 'conversation', 'want', 'see', 'phone', 'stupid']",Negative
5982,"['work', 'neighbour', 'motor', 'asked', 'say', 'hat', 'update', 'search']",Negative
5983,['biblethump'],Negative
5984,"['mention', 'south', 'africa', 'many', 'time', 'song', 'time', 'come', 'south', 'africa']",Negative
5985,"['what', 's', 'hashtag', 'weekend', 'guy']",Positive
5986,"['want', 'home', 'i', 'm', 'eat', 'properly', 'i', 'm', 'sleep', 'pass', 'time', 'i', 'm', 'miserable']",Negative
5987,"['yup', 'soulful', 'goodness', 'guitar', 'soul', 'feature', 'cocoared', 'soul', 'soulful']",Positive
5988,"['b', 'rude']",Negative
5989,"['see', 'yaaaah', 'd']",Positive
5990,"['thank', 'much', 'us', 'we', 're', 'glad', 'enjoy']",Positive
5991,"['guys', 'nooooo', 'wow', 'wow', 'wow', 'wow']",Negative
5992,"['annoying', 'selfies', 'friday', 'walangmakakapigilsakin', 'd']",Positive
5993,"['snapchat', 'lynettelowe', 'snapchat', 'kikmenow', 'snapme', 'hot', 'snapchat', 'amazon', 'kikmeguys']",Positive
5994,"['bts', 'week', 'ago']",Negative
5995,"['bring', 'abes']",Positive
5996,"['one', 'friend', 'follow', 'little', 'heart', 'attack', 'im', 'sorry', 'youre', 'block', 'sadis']",Negative
5997,"['happiness', 'make']",Positive
5998,"['thing', 'miss', 'ireland', 'cheese']",Negative
5999,"['sad', 'thing', 'feel', 'real', 'look', 'around', 'realize', 'shoulder']",Negative
6000,"['can', 't', 'sleep', 'fmt', 'dat', 'dm']",Positive
6001,"['hopefully', 'i', 'll', 'x']",Positive
6002,"['ashramcalling', 'return', 'p']",Positive
6003,"['nstp', 'class', 'tomorrow']",Negative
6004,['sudden'],Negative
6005,"['yahuda', 'nosmet', 'thank', 'follow', 'twitter', 'account']",Positive
6006,['thanks'],Positive
6007,"['stomach', 'kill']",Negative
6008,"['followed', 'thanks', 'please', 'followed']",Negative
6009,"['say', 'hello', 'leo', 'xst', 'series', 'standard', 'centrifugal', 'pump']",Positive
6010,"['happyyyyyy', 'birthdaaaaayyyy']",Positive
6011,"['overwhelm', 'groupmates', 'thankful', 'group', 'get', 'recitation']",Positive
6012,"['welcome', 'd']",Positive
6013,"['talaga', 'best']",Negative
6014,"['cancel', 'ice', 'cream', 'uber', 'order', 'everyone', 'else', 'office', 'get']",Negative
6015,"['get', 'tgv', 'paris', 'austerlitz', 'blois', 'mile', 'away', 'chateau', 'des', 'marais', 'get', 'taxi']",Positive
6016,['p'],Positive
6017,"['happy', 'friday']",Positive
6018,"['hi', 'emma', 'ask', 'bellybutton', 'innie', 'outie']",Positive
6019,"['ang', 'sakit', 'inside']",Negative
6020,"['ohh', 'sad']",Negative
6021,['pretty'],Negative
6022,"['loool', 'oi', 'bengalis', 'general', 'insecure', 'it', 'll', 'work']",Negative
6023,"['ghantay', 'say', 'light', 'nai', 'hay']",Negative
6024,"['i', 've', 'get', 'one', 'poorly', 'doggy']",Negative
6025,"['oldschool', 'runescape']",Positive
6026,"['say', 'i', 'd', 'fall', 'asleep', 'early', 'today', 'yesterday', 'i', 'm', 'really', 'hungry']",Negative
6027,"['thank', 'x']",Positive
6028,"['everyone', 's', 'holiday']",Negative
6029,"['cpm', 'condemn', 'rest', 'political', 'party', 'quiet']",Negative
6030,"['smile', 'friday', 'tgif', 'weekend']",Positive
6031,"['wanna', 'meet']",Negative
6032,"['want', 'jack', 'box']",Negative
6033,"['welcome', 'michael', 'favour', 'dancetastic', 'day']",Positive
6034,"['able', 'pick', 'number', 'retailer', 'stock', 'product']",Positive
6035,['bach'],Negative
6036,"['ye', 'galat', 'hai', 'tum', 'ne', 'mjhe', 'ab', 'non', 'respect', 'lrka', 'bna', 'dia', 'itna', 'rude', 'word', 'use', 'kia', 'hai', 'ke', 'ab', 'mere', 'bhook', 'hi', 'khatam', 'ho', 'jai', 'hai']",Negative
6037,"['would', 'want', 'people', 'understand', 'busy', 'daily', 'schedule', 'c', 'mon', 'guy', 'barely', 'even', 'get', 'hour', 'sleep']",Negative
6038,['yep'],Negative
6039,"['sorry', 'hope', 'get', 'good']",Negative
6040,"['ourdaughtersourpride', 'many', 'many', 'congratulations', 'papa', 'ji']",Positive
6041,"['wayward', 'pines', 'late']",Positive
6042,"['can', 't', 'option', 'phone']",Negative
6043,"['stats', 'week', 'arrive', 'new', 'follower', 'unfollowers', 'via']",Positive
6044,['player'],Negative
6045,"['sheet', 'hurt', 'nanaman']",Negative
6046,"['happy', 'birthday', 'let', 'joy', 'never', 'end', 'd']",Positive
6047,"['first', 'person', 'make', 'twinx', 'cry', 'year', 'old']",Positive
6048,"['goodnight', 'd']",Positive
6049,"['going', 'see', 'tonight', 'son', 'choice', 'film', 'glad', 'hear', 'worth', 'watching']",Positive
6050,"['naw', 'deep', 'dreamed', 'novel', 'hop', 'there', 'd', 'invisible', 'page', 'beast', 'scuttle', 'around', 'there', 's', 'worm', 'track']",Negative
6051,"['know', 'happy']",Negative
6052,"['also', 'provide', 'pop', 'office', 'i', 'll', 'provide', 'required', 'service', 'smile', 'd']",Positive
6053,"['pick', 'please']",Positive
6054,"['list', 'i', 'm', 'still', 'show']",Positive
6055,"['wanna', 'watch', 'paper', 'towns']",Negative
6056,"['missyou', 'bishes']",Negative
6057,"['u', 'really', 'wanna', 'watch', 'daredevil', 'episode', 'daredevil', 'watch', 'u', 'despondently', 're', 'watch', 'old', 'eps']",Positive
6058,"['hello', 'get', 'youth', 'job', 'opportunities', 'follow']",Positive
6059,"['glad', 'bother', 'make', 'work', 'outside', 'morning', 'face', 'would', 'go', 'drain', 'bloody', 'rain']",Negative
6060,"['lets', 'take', 'light', 'shall']",Positive
